"","X","Report.Number","Supplemental.Number","Accident.Year","Accident.Date.Time","Operator.ID","Operator.Name","Pipeline.Facility.Name","Pipeline.Location","Pipeline.Type","Liquid.Type","Liquid.Subtype","Liquid.Name","Accident.City","Accident.County","Accident.State","Accident.Latitude","Accident.Longitude","Cause.Category","Cause.Subcategory","Unintentional.Release..Barrels.","Intentional.Release..Barrels.","Liquid.Recovery..Barrels.","Net.Loss..Barrels.","Liquid.Ignition","Liquid.Explosion","Pipeline.Shutdown","Shutdown.Date.Time","Restart.Date.Time","Public.Evacuations","Operator.Employee.Injuries","Property.Damage.Costs","Lost.Commodity.Costs","Public.Private.Property.Damage.Costs","Emergency.Response.Costs","Environmental.Remediation.Costs","Other.Costs","All.Costs"
"1041",1810,20140371,20386,2014,"9/25/2014 10:43 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","MCRAE TO WEST MEMPHIS","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","WIVILLE","WOODRUFF","AR",35.134147,-91.242388,"MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0.1,1,0,0.1,"NO","NO","NO","","",0,0,125000,25,0,0,0,16415,141440
"1044",1834,20140393,20932,2014,"10/10/2014 12:30 PM",31554,"CHEVRON PETROCHEMICAL PIPELINE LLC","EVANGELINE ETHYLENE PIPELINE SYSTEM","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHYLENE","SULPHUR","CALCASIEU","LA",30.0503,-93.721048,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",6,0,0,6,"NO","NO","YES","10/10/2014 12:00","10/27/2014 12:00",0,0,24323483,0,0,0,0,0,24323483
"1048",1850,20140440,21125,2014,"10/28/2014 3:15 AM",39010,"BLUE RACER MIDSTREAM, LLC","8"" BERNE TO NATRIUM","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","CONDENSATE","CAMERON","MONROE","OH",39.784839,-80.96325,"OTHER OUTSIDE FORCE DAMAGE","FIRE/EXPLOSION AS PRIMARY CAUSE",0,0,0,0,"YES","YES","NO","","",0,0,2034000,47000,10000,140000,12000,0,2243000
"1049",1859,20140414,19949,2014,"11/10/2014 11:29 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","CLINTON LATERAL","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","PROPANE","WEST BRANCH","CEDAR COUNTY","IA",41.642669,-91.284455,"EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",3216,220,0,3216,"NO","NO","YES","11/10/2014 11:40","11/13/2014 20:57",12,0,97169,131865,0,0,0,508,229542
"1052",1890,20150007,20035,2014,"12/8/2014 9:30 AM",11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","LINE 5","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","MANISTIQUE","SCHOOLCRAFT","MI",45.97528,-86.24556,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,0,0,"NO","NO","YES","12/8/2014 9:30","12/9/2014 15:30",0,0,214500,0,0,0,0,0,214500
"1056",1926,20150040,20630,2015,"1/10/2015 8:45 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","SHOUP TO MONT BELVIEU","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHANE","","JACKSON","TX",28.885881,-96.433027,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",27123,1423,0,27123,"NO","NO","YES","1/10/2015 21:05","1/28/2015 8:30",0,0,513460,215800,7500,45500,0,0,782260
"1061",1952,20150071,21327,2015,"1/26/2015 9:38 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","ATEX-1","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHANE","COLLIERS","BROOKE","WV",40.366817,-80.584594,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",30565,0,0,30565,"YES","YES","YES","1/26/2015 9:39","2/14/2015 13:30",1,0,1821591,194000,95000,0,0,4800000,6910591
"1062",1955,20150068,21180,2015,"1/26/2015 12:20 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","LYBROOK STATION","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","LYBROOK","RIO ARRIBA COUNTY","NM",36.232606,-107.54596,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",24,0,0,24,"NO","NO","YES","1/24/2015 14:00","3/19/2015 11:00",0,0,250000,500,0,0,0,0,250500
"1070",2002,20150114,20644,2015,"3/2/2015 6:15 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","ENTERPRISE ATEX","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHANE","JACKSONVILLE","PULASKI","AR",34.84676,-92.09123,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.2,13500,0,0.2,"NO","NO","NO","","",0,0,730000,2,0,0,0,0,730002
"1072",2017,20150135,20574,2015,"3/12/2015 2:30 PM",32109,"ONEOK NGL PIPELINE, LLC","ONEOK PRAIRIE VIEW JCT. SITE # 617","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","","BRYAN","OK",34.12899,-96.46764,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",5,0,0,5,"NO","NO","YES","3/12/2015 10:18","3/13/2015 20:00",0,0,40000,200,0,10000,2367,87633,140200
"1077",2054,20150164,20418,2015,"4/11/2015 1:51 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","MONT BELVIEU METER SITE TO ENTERPRISE EOL","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","Y-GRADE","MONT BELVIEU","CHAMBERS COUNTY","TX",29.862472,-94.905644,"CORROSION","EXTERNAL",5,2000,0,5,"NO","NO","YES","4/8/2015 16:58","4/12/2015 2:30",0,0,80000,200,0,0,0,0,80200
"1080",2087,20150198,21017,2015,"5/4/2015 1:47 PM",31672,"CHAPARRAL ENERGY, LLC","COFFEYVILLE CO2 PIPELINE","ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","","","","OSAGE","OK",36.827669,-96.475662,"CORROSION","EXTERNAL",4.5,1033,0,4.5,"NO","NO","YES","5/4/2015 14:30","5/6/2015 22:36",0,0,12000,25,0,0,0,0,12025
"1081",2096,20150210,20667,2015,"5/11/2015 10:30 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","CLARKWOOD LATERAL","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","CORPUS CHRISTI","NUECES","TX",27.80113016,-97.45456557,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",0.1,0,0,0.1,"NO","NO","NO","","",0,0,86000,0,0,0,0,0,86000
"1083",2116,20150235,20555,2015,"5/28/2015 1:30 PM",32099,"ENERGY TRANSFER COMPANY","TXBW1P2C","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","KERMIT","WINKLER","TX",31.7316,-102.988,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.5,90,0,0.5,"NO","NO","YES","5/28/2015 13:30","5/29/2015 2:00",0,0,0,1500,0,0,0,0,1500
"1084",2120,20150237,21807,2015,"6/1/2015 4:09 AM",10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","RAMAH PUMP STATION","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","","IBERVILLE","LA",30.386817,-91.507267,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",8.98,9.63,7.18,1.8,"NO","NO","YES","6/1/2015 2:28","6/3/2015 23:45",0,0,49400,635,0,17820,0,0,67855
"1087",2140,20150246,20577,2015,"6/16/2015 5:00 PM",32109,"ONEOK NGL PIPELINE, LLC","NORTH SNYDER TO SNYDER STATION SCURRY 6""","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","","SCURRY","TX",32.81384,-100.93662,"EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",1609,85,0,1609,"NO","NO","YES","6/16/2015 17:05","6/20/2015 2:00",7,0,110000,33677,1500,2500,0,2000,149677
"1088",2141,20150257,21377,2015,"6/18/2015 4:09 AM",31454,"NUSTAR LOGISTICS, L.P.","40P HOUSTON LPG PIPELINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","","VICTORIA","TX",28.57446,-96.93008,"CORROSION","EXTERNAL",8000,0,0,8000,"NO","NO","NO","","",0,0,648703,162120,120000,96840,0,14784,1042447
"1089",2142,20150264,21431,2015,"6/18/2015 8:09 AM",31454,"NUSTAR LOGISTICS, L.P.","40P HOUSTON LPG PIPELINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","","MATAGORDA","TX",29.1425929,-95.9728079,"CORROSION","EXTERNAL",315,0,0,315,"NO","NO","NO","","",0,0,271645,6383,0,153556,0,7392,438976
"1095",2183,20150293,20676,2015,"7/22/2015 6:57 PM",32109,"ONEOK NGL PIPELINE, LLC","EASTLAND TO WEATHERFORD 14""","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","","PALO PINTO","TX",32.603333,-98.114722,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",5,5,0,5,"NO","NO","YES","7/22/2015 19:10","7/25/2015 3:20",0,0,144000,135,0,2500,3340,0,149975
"1097",2190,20150306,21002,2015,"7/28/2015 1:00 PM",31555,"KINDER MORGAN CO2 CO. LP","BLANCO STATION","ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","","","BLOOMFIELD","SAN JUAN","NM",36.49701,-107.74874,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",17.3,3.3,0,17.3,"NO","NO","NO","","",0,0,16000,52,0,3000,0,0,19052
"1099",2204,20150316,20833,2015,"8/6/2015 2:09 PM",30826,"WILLIAMS FIELD SERVICES","OVERLAND PASS PIPELINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","GILL","WELD","CO",40.45772,-104.44393,"EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",1300,0,0,1300,"YES","NO","YES","8/6/2015 15:40","8/9/2015 21:40",0,0,2e+05,1e+05,3e+05,20000,5000,0,625000
"1104",2220,20150334,21206,2015,"8/21/2015 1:14 PM",32109,"ONEOK NGL PIPELINE, LLC","ONEOK TXL0415C COAHOMA #1 10""","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","","MITCHELL","TX",32.285819,-101.168947,"CORROSION","EXTERNAL",0.07,0,0,0.07,"NO","NO","YES","8/21/2015 13:20","8/23/2015 11:35",0,0,55000,3,0,0,0,0,55003
"1105",2226,20150341,21018,2015,"8/25/2015 10:35 AM",31672,"CHAPARRAL ENERGY, LLC","COFFEYVILLE CO2 PIPELINE","ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","","","","OSAGE","OK",36.800991,-96.642259,"CORROSION","EXTERNAL",28,1033,0,28,"NO","NO","NO","","",0,0,10000,65,0,0,0,0,10065
"1109",2253,20150364,21783,2015,"9/16/2015 9:34 PM",31174,"SHELL PIPELINE CO., L.P.","NORTH 20 - COALINGA TO AVON","ONSHORE","UNDERGROUND","CRUDE OIL","","","TRACY","SAN JOAQUIN","CA",37.72575,-121.55485,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",900,0,800,100,"NO","NO","YES","9/16/2015 21:36","9/21/2015 19:45",0,0,3e+05,0,0,9e+05,0,0,1200000
"1110",2265,20150371,20837,2015,"9/24/2015 12:45 PM",32109,"ONEOK NGL PIPELINE, LLC","TXL0365C #1-10"" CR 349 TO EASTLAND PIPELINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","","TAYLOR","TX",32.43048,-100.05672,"CORROSION","EXTERNAL",6,0,0,6,"NO","NO","YES","9/24/2015 11:09","9/27/2015 10:00",0,0,44975,155,0,250,88909,0,134289
"1116",2327,20150444,21281,2015,"11/3/2015 11:20 AM",31672,"CHAPARRAL ENERGY, LLC","TEXOK CO2 PIPELINE","ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","","","","BEAVER","OK",36.605085,-100.446363,"CORROSION","EXTERNAL",6,980,0,6,"NO","NO","YES","11/3/2015 14:15","11/4/2015 8:10",0,0,4000,5000,1000,0,0,0,10000
"1117",2330,20150434,21708,2015,"11/4/2015 11:16 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","ROCKY MOUNTAIN NORTHWEST LATERAL","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","Y-GRADE","","UINTA","WY",41.437931,-110.814522,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.2,0,0,0.2,"NO","NO","YES","11/4/2015 11:20","11/5/2015 10:24",0,0,27530,50,0,0,0,0,27580
"1119",2337,20150435,21709,2015,"11/6/2015 1:23 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","ROCKY MOUNTAIN NORTHWEST LATERAL","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","Y-GRADE","","UINTA","WY",41.39281106,-110.8225257,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.2,0,0,0.2,"NO","NO","YES","11/6/2015 13:52","11/23/2015 11:17",0,0,27530,50,0,0,0,0,27580
"1120",2338,20150436,21710,2015,"11/7/2015 12:00 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","ROCKY MOUNTAIN NORTHWEST LATERAL","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","Y-GRADE","","UINTA","WY",41.38284113,-110.82225101,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.2,0,0,0.2,"NO","NO","NO","","",0,0,27530,50,0,0,0,0,27580
"1121",2345,20150437,21711,2015,"11/11/2015 12:15 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","ROCKY MOUNTAIN NORTHWEST LATERAL","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","Y-GRADE","","UINTA","WY",41.34767937,-110.82014826,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.2,0,0,0.2,"NO","NO","NO","","",0,0,27530,50,0,0,0,0,27580
"1124",2372,20160007,21279,2015,"12/16/2015 11:20 AM",31672,"CHAPARRAL ENERGY, LLC","HOXBAR CO2 PIPELINE","ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","","","","STEPHENS","OK",34.472502,-97.66435,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",21,464,0,21,"NO","NO","YES","12/16/2015 13:45","12/17/2015 15:30",0,0,9000,155,2500,0,0,0,11655
"1125",2373,20160009,21051,2015,"12/17/2015 1:12 PM",32109,"ONEOK NGL PIPELINE, LLC","ONEOK #1 10"" LAKE COLORADO CITY TO CR 349","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","","NOLAN","TX",32.429722,-100.445277,"CORROSION","EXTERNAL",0.02,0,0,0.02,"NO","NO","YES","12/18/2015 9:30","12/20/2015 23:00",0,0,140600,3,0,50,300,0,140953
"1130",2395,20160031,21535,2016,"1/15/2016 4:30 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","BURDEN JUNCTION TO COFFEYVILLE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","BUTANE","COFFEYVILLE","MONTGOMERY","KS",37.058121,-95.634147,"MATERIAL/WELD/EQUIP FAILURE","ENVIRONMENTAL CRACKING-RELATED",169,238,20,149,"NO","NO","YES","1/15/2016 9:57","1/29/2016 8:31",0,0,152000,8319,0,4e+05,0,2500,562819
"1133",2406,20160045,21466,2016,"1/22/2016 4:30 PM",32109,"ONEOK NGL PIPELINE, LLC","ONEOK #1- 10"" LAKE COLORADO CITY TO CR 349 ","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","","NOLAN","TX",32.431944,-101.44,"CORROSION","EXTERNAL",0.02,0,0,0.02,"NO","NO","YES","1/23/2016 7:06","1/24/2016 16:30",0,0,75000,3,0,50,300,0,75353
"1135",2435,20160071,21221,2016,"2/12/2016 1:29 PM",10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","AMMONIA WEST LEG ","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","","HENRY","IA",41.11988,-91.647847,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.29,0,0,0.29,"NO","NO","YES","2/12/2016 13:29","2/14/2016 17:45",0,0,4080,12,0,0,0,0,4092
"1136",2445,20160079,21237,2016,"2/18/2016 7:45 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","YSCLOSKEY PIPELINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","Y-GRADE","BELLE CHASE","PLAQUEMINES","LA",29.7961139,-90.0150778,"INCORRECT OPERATION","OTHER INCORRECT OPERATION",0.1,0,0,0.1,"YES","NO","NO","","",0,0,0,1,0,0,0,0,1
"1138",2454,20160088,21494,2016,"2/24/2016 3:58 AM",3445,"DIXIE PIPELINE COMPANY LLC","MONT BELVIEU TO APEX (MAINLINE)","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","SULPHUR","CALCASIEU","LA",30.26667,-93.38114,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",4950,0,0,4950,"YES","YES","YES","2/24/2016 3:09","2/29/2016 16:15",1,0,5e+05,81860,2000,5000,5000,0,593860
"1139",2458,20160093,21696,2016,"2/26/2016 6:50 PM",10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","AMMONIA WEST LEG","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","","WASHINGTON","IA",41.258087,-91.792114,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.27,0,0,0.27,"NO","NO","NO","","",0,0,2500,11,0,500,2000,0,5011
"1143",2469,20160106,21790,2016,"3/10/2016 8:22 PM",10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","AMMONIA WEST LEG","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","","WASHINGTON","IA",41.187143,-91.70938,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",1.74,0,0,1.74,"NO","NO","NO","","",0,0,4500,75,0,200,500,0,5275
"1144",2471,20160109,21508,2016,"3/11/2016 2:30 PM",30755,"CITGO PRODUCTS PIPELINE CO","LAKEMONT PIPELINE","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","LIQUID PROPANE/PROPYLENE MIX / C3 MIX","","LIBERTY COUNTY","TX",29.977871,-94.811151,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.37,0,0,0.37,"NO","NO","NO","","",0,0,0,0,0,0,0,2e+05,200000
"1147",2484,20160124,21560,2016,"3/27/2016 8:50 AM",31672,"CHAPARRAL ENERGY, LLC","TEXOK CO2 PIPELINE","ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","","","","OCHILTREE COUNTY","TX",36.4740589,-100.5947114,"CORROSION","EXTERNAL",83,866,0,83,"NO","NO","YES","3/27/2016 13:15","3/29/2016 20:00",0,0,15000,1500,1000,0,0,0,17500
"1148",2495,20160140,21561,2016,"4/10/2016 7:10 PM",31672,"CHAPARRAL ENERGY, LLC","TEXOK CO2 PIPELINE","ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","","","","BEAVER COUNTY","OK",36.765308,-100.591781,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",100.1,850,0,100.1,"NO","NO","YES","4/10/2016 19:45","4/13/2016 10:00",0,0,6000,1000,1500,0,0,0,8500
"1153",2530,20160174,22031,2016,"5/10/2016 11:00 AM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","MP 178 - CONWAY NH3","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","","PRATT","KS",37.64292,-98.84963,"CORROSION","EXTERNAL",37.5,0,37.5,0,"NO","NO","YES","5/10/2016 11:00","5/13/2016 19:05",0,0,80000,2016,250,103869,178316,10000,374451
"1155",2543,20160188,21449,2016,"5/20/2016 2:21 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","TOCA LATERAL TO VALERO","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","Y-GRADE","LULING","ST. CHARLES","LA",29.916355,-90.322616,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.1,0,0,0.1,"NO","NO","YES","5/20/2016 15:10","5/28/2016 15:50",0,0,60000,1,0,0,0,0,60001
"1156",2545,20160187,21947,2016,"5/23/2016 12:35 PM",31672,"CHAPARRAL ENERGY, LLC","COFFEYVILLE CO2 PIPELINE","ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","","","","OSAGE","OK",36.8480438,-96.35539,"CORROSION","EXTERNAL",24,6692,0,24,"NO","NO","YES","5/23/2016 17:00","5/27/2016 4:30",0,0,8000,50,0,0,0,0,8050
"1158",2548,20160193,21457,2016,"5/25/2016 7:00 AM",3445,"DIXIE PIPELINE COMPANY LLC","IOWA STATION","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","PROPANE","IOWA","JEFF DAVIS","LA",30.30867,-93.01369,"MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",0.2,0,0,0.2,"NO","NO","NO","","",0,0,200,0,0,0,0,0,200
"1161",2561,20160210,21488,2016,"6/2/2016 4:00 PM",4906,"EXXONMOBIL PIPELINE CO","TX-206","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","DILUTE PROPYLENE","PASADENA","HARRIS","TX",29.72056,-95.13222,"ALL OTHER CAUSES","UNKNOWN",1.97,0,0,1.97,"NO","NO","YES","6/2/2016 21:00","",0,0,0,50,0,150000,5000,0,155050
"1162",2584,20160234,21551,2016,"6/22/2016 9:30 AM",32109,"ONEOK NGL PIPELINE, LLC","ONEOK MOUNT BELVIEU STORAGE FACILITY","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","MT. BELVIEU","CHAMBERS","TX",29.856513,-94.892601,"CORROSION","EXTERNAL",0.71,31,0,0.71,"NO","NO","YES","6/22/2016 9:30","6/30/2016 8:00",0,0,175000,1100,0,150,0,0,176250
"1163",2587,20160236,21554,2016,"6/25/2016 9:27 AM",10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","AMMONIA WEST LEG","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","PALMYRA","MARION","MO",39.772846,-91.565859,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",10,3.7,0,10,"NO","NO","YES","6/25/2016 9:44","6/29/2016 12:30",0,0,22739,550,4000,500,4810,0,32599
"1171",2620,20160268,21645,2016,"7/31/2016 12:50 PM",31371,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC","TAR-TXL0092 ","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","PROPANE","HIGHLANDS ","HARRIS","TX",29.84136111,-95.07033333,"EXCAVATION DAMAGE","PREVIOUS DAMAGE DUE TO EXCAVATION",2,0,0,2,"NO","NO","NO","","",0,0,135752,7715,0,6500,0,0,149967
"1172",2621,20160261,21987,2016,"8/1/2016 5:20 PM",12105,"MAGELLAN AMMONIA PIPELINE, L.P.","WEST LEG MAINLINE NH3","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","ANHYDROUS AMMONIA","","","WASHINGTON","KS",39.67171,-97.02436,"INCORRECT OPERATION","DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR",25,9,0,25,"NO","NO","YES","8/1/2016 17:20","8/4/2016 16:25",0,0,3000,1500,5600,74500,0,0,84600
