"","Report.Number","Supplemental.Number","Accident.Year","Accident.Date.Time","Operator.ID","Operator.Name","Pipeline.Facility.Name","Pipeline.Location","Pipeline.Type","Liquid.Type","Liquid.Subtype","Liquid.Name","Accident.City","Accident.County","Accident.State","Accident.Latitude","Accident.Longitude","Cause.Category","Cause.Subcategory","Unintentional.Release..Barrels.","Intentional.Release..Barrels.","Liquid.Recovery..Barrels.","Net.Loss..Barrels.","Liquid.Ignition","Liquid.Explosion","Pipeline.Shutdown","Shutdown.Date.Time","Restart.Date.Time","Public.Evacuations","Operator.Employee.Injuries","Operator.Contractor.Injuries","Emergency.Responder.Injuries","Other.Injuries","Public.Injuries","All.Injuries","Operator.Employee.Fatalities","Operator.Contractor.Fatalities","Emergency.Responder.Fatalities","Other.Fatalities","Public.Fatalities","All.Fatalities","Property.Damage.Costs","Lost.Commodity.Costs","Public.Private.Property.Damage.Costs","Emergency.Response.Costs","Environmental.Remediation.Costs","Other.Costs","All.Costs"
"2352",20150460,21092,2015,"11/18/2015 8:00 AM",18718,"SUNOCO PIPELINE L.P.","ALVORD STATION","ONSHORE","UNDERGROUND","CRUDE OIL","","","ALVORD","WISE","TX",33.34157,-97.6054,"CORROSION","INTERNAL",2,NA,1,1,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,84,500,25000,9300,0,44884
"2358",20160200,21473,2015,"11/27/2015 7:00 AM",39105,"VALERO PARTNERS OPERATING CO. LLC","LUCAS TANK 1956","ONSHORE","ABOVEGROUND","CRUDE OIL","","","BEAUMONT","JEFFERSON","TX",29.99604,-94.074072,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",798,NA,798,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267563,31920,0,0,105244,0,404727
"2360",20150472,21015,2015,"12/1/2015 7:15 AM",39307,"VITOL MIDSTREAM, LLC","SALE RANCH 37-17H","ONSHORE","ABOVEGROUND","CRUDE OIL","","","","MARTIN","TX",32.210556,-101.978889,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",19,NA,15,4,"NO","NO","YES","12/1/2015 7:30","12/1/2015 8:30",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,800,0,3000,10000,0,13900
"2363",20150455,20975,2015,"12/2/2015 1:00 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","PORT ARTHUR TERMINAL TO BEAUMONT TERMINAL","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","PORT ARTHUR","JEFFERSON","TX",29.912017,-94.008532,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.1,NA,0.1,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,15,0,0,2300,0,5015
"2371",20160003,21239,2015,"12/15/2015 5:30 PM",31174,"SHELL PIPELINE CO., L.P.","MARTINEZ PUMP STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","MARTINEZ","CONTRA COSTA","CA",38.0251564,-122.1292343,"INCORRECT OPERATION","INCORRECT VALVE POSITION",0.95,NA,0.48,0.47,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,0,205000,0,0,205030
"2373",20160009,21051,2015,"12/17/2015 1:12 PM",32109,"ONEOK NGL PIPELINE, LLC","ONEOK #1 10"" LAKE COLORADO CITY TO CR 349","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","","NOLAN","TX",32.429722,-100.445277,"CORROSION","EXTERNAL",0.02,0,0,0.02,"NO","NO","YES","12/18/2015 9:30","12/20/2015 23:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140600,3,0,50,300,0,140953
"2374",20160008,21546,2015,"12/18/2015 7:30 AM",300,"PLAINS PIPELINE, L.P.","CASHION STATION","ONSHORE","TANK","CRUDE OIL","","","CASHION","KINGFISHER","OK",35.768817,-97.692603,"CORROSION","INTERNAL",2,NA,2,0,"NO","NO","YES","12/18/2015 7:35","12/18/2015 14:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5371,69,0,4359,0,0,9799
"2389",20160021,21093,2016,"1/12/2016 3:20 AM",22610,"MAGELLAN PIPELINE COMPANY, LP","WEST TULSA EXPLORER","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","TULSA","TULSA","OK",36.13064,-96.02448,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",11,NA,10,1,"NO","NO","YES","1/12/2016 3:20","1/12/2016 16:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,500,0,8000,12500,0,23000
"2391",20160027,21199,2016,"1/12/2016 11:40 AM",32147,"MARATHON PIPE LINE LLC","GALVESTON BAY REFINERY - BAYTOWN 8 INCH","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","TEXAS CITY","GALVESTON ","TX",29.366003,-94.929943,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.2,0,0,0.2,"NO","NO","YES","1/12/2016 11:43","1/15/2016 3:49",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,0,0,0,0,14
"2393",20160020,21529,2016,"1/13/2016 9:50 AM",30829,"ENTERPRISE CRUDE PIPELINE LLC","HOBBS STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","HOBBS","LEA","NM",32.650659,-103.139764,"INCORRECT OPERATION","OTHER INCORRECT OPERATION",0.5,NA,0.5,0,"NO","NO","YES","1/13/2016 9:50","1/13/2016 15:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,15,0,0,0,0,1515
"2402",20160033,21259,2016,"1/20/2016 8:05 AM",9175,"JAYHAWK PIPELINE LLC","FREES STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","","BARTON","KS",38.623253,-98.533735,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",1.6,NA,0.75,0.85,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,23,0,4883,5000,1600,11606
"2405",20160219,21845,2016,"1/22/2016 3:00 PM",26041,"KINDER MORGAN LIQUID TERMINALS, LLC","PASADENA","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","PASADENA","HARRIS","TX",29.72536,-95.20334,"CORROSION","INTERNAL",485,NA,484,1,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71841,51000,0,39780,125658,807540,1095819
"2406",20160045,21466,2016,"1/22/2016 4:30 PM",32109,"ONEOK NGL PIPELINE, LLC","ONEOK #1- 10"" LAKE COLORADO CITY TO CR 349 ","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","","NOLAN","TX",32.431944,-101.44,"CORROSION","EXTERNAL",0.02,0,0,0.02,"NO","NO","YES","1/23/2016 7:06","1/24/2016 16:30",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75000,3,0,50,300,0,75353
"2412",20160057,21255,2016,"1/26/2016 10:45 AM",31045,"GENESIS PIPELINE USA, L.P.","JAY STATION","ONSHORE","TANK","CRUDE OIL","","","JAY","SANTA ROSA","MS",30.958681,-87.179142,"MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",11,NA,11,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47000,352,40000,60000,30000,0,177352
"2414",20160059,21427,2016,"1/27/2016 2:04 PM",31570,"TESORO HIGH PLAINS PIPELINE COMPANY LLC","TESORO HIGH PLAINS PIPELINE","ONSHORE","ABOVEGROUND","CRUDE OIL","","","","MCKENZIE","ND",47.80327,-102.8791,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",22.1,NA,22.1,0,"NO","NO","YES","1/28/2016 6:47","1/28/2016 18:26",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,15000,0,0,15000
"2419",20160051,21889,2016,"1/29/2016 2:40 PM",31189,"BP PIPELINE (NORTH AMERICA) INC.","MOKENA STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","MOKENA","WILL","IL",41.5543361,-87.8866028,"CORROSION","INTERNAL",0.59,NA,0.59,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,15,0,3000,22000,0,75015
"2422",20160060,21187,2016,"2/1/2016 11:57 AM",11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","SUPERIOR TERMINAL","ONSHORE","UNDERGROUND","CRUDE OIL","","","SUPERIOR","DOUGLAS","WI",46.68329,-92.05718,"ALL OTHER CAUSES","MISCELLANEOUS",104,NA,104,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,20,0,11142,9610,0,22764
"2427",20160053,21880,2016,"2/8/2016 2:00 PM",30834,"TIDELANDS OIL PRODUCTION COMPANY","XY TO ZWP OIL SHIPPING LINE","ONSHORE","ABOVEGROUND","CRUDE OIL","","","LONG BEACH","LOS ANGELES","CA",33.764961,-118.209047,"CORROSION","INTERNAL",0.5,0,0.5,0,"NO","NO","YES","2/8/2016 14:15","2/9/2016 16:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,15,0,3000,0,0,4015
"2428",20160048,21149,2016,"2/8/2016 7:40 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","BEAUMONT CRUDE TERMINAL","ONSHORE","ABOVEGROUND","CRUDE OIL","","","BEAUMONT","JEFFERSON","TX",30.008867,-94.054261,"INCORRECT OPERATION","INCORRECT INSTALLATION",1,NA,1,0,"NO","NO","YES","2/8/2016 19:40","2/8/2016 21:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,30,0,0,8000,0,9530
"2429",20160068,21208,2016,"2/10/2016 8:15 AM",2552,"COLONIAL PIPELINE CO","REMINGTON STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE)","","MIDLAND","FAUQUIER","VA",38.55560816,-77.70980577,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",1.5,NA,1.5,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,50,0,0,1000,0,1150
"2436",20160072,21222,2016,"2/12/2016 7:45 PM",32450,"ROADRUNNER PIPELINE, L.L.C.","ROADRUNNER RECEIVING STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","NEAR SUNDOWN, TEXAS","HOCKLEY COUNTY","TX",33.40752,-102.44847,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",34,NA,20,14,"NO","NO","YES","2/12/2016 17:30","2/13/2016 0:20",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,900,0,1000,5000,0,11900
"2439",20160073,21894,2016,"2/16/2016 6:45 AM",39191,"CONSOLIDATED EDISON CO OF NY","FUEL OIL PIPELINE #2","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL","","LONG ISLAND CITY","QUEENS","NY",40.759869,-73.944998,"CORROSION","EXTERNAL",249,NA,249,0,"NO","NO","YES","2/16/2016 6:52","11/3/2016 16:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848137,18824,0,0,225000,0,1091961
"2455",20160118,21625,2016,"2/24/2016 10:00 AM",39149,"IMTT-BAYONNE","IMTT","ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","BAYONNE","HUDSON","NJ",40.6581344,-74.10840926,"CORROSION","INTERNAL",0,NA,0,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4000,0,100000,104000
"2456",20160119,21917,2016,"2/24/2016 10:00 AM",39149,"IMTT-BAYONNE","IMTT","ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","BAYONNE","HUDSON","NJ",40.65728842,-74.11015157,"CORROSION","INTERNAL",0,NA,0,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4000,0,100000,104000
"2457",20160081,21650,2016,"2/24/2016 2:10 PM",31476,"ROSE ROCK MIDSTREAM L.P.","ARLINGTON JUNCTION TO CUNNINGHAM 12""","ONSHORE","UNDERGROUND","CRUDE OIL","","","","KINGMAN","KS",37.680384,-98.428468,"CORROSION","INTERNAL",238,NA,238,0,"NO","NO","YES","2/24/2016 14:10","2/26/2016 15:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16420,2460,0,2500,12000,0,33380
"2459",20160094,21520,2016,"2/28/2016 4:33 PM",39013,"TESORO SOCAL PIPELINE COMPANY LLC","T2","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE)","","LONG BEACH","LOS ANGELES","CA",33.77596,-118.213997,"INCORRECT OPERATION","INCORRECT VALVE POSITION",30,NA,30,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,1200,0,5000,0,0,6700
"2460",20160095,21504,2016,"2/29/2016 2:00 PM",2552,"COLONIAL PIPELINE CO","LINE 01","ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE)","","UNINCORPORATED GWINNETT COUNTY","GWINNETT","GA",33.975062,-83.898977,"MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",13.71,NA,13.71,0,"NO","NO","YES","2/29/2016 11:03","3/1/2016 14:38",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,353,25000,275000,497000,0,847353
"2461",20160074,21229,2016,"2/29/2016 8:15 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","BEAUMONT TERMINAL","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","ETHANE","BEAUMONT","JEFFERSON","TX",30.013719,-94.053796,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.2,5,0,0.2,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,2,0,0,0,0,502
"2467",20160107,21300,2016,"3/9/2016 9:15 AM",31957,"KINDER MORGAN WINK PIPELINE LLC ","MASON STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","ORLA","REEVES","TX",31.8029,-103.81378,"MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.24,NA,0.24,0,"NO","NO","YES","3/9/2016 8:10","3/9/2016 9:33",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,0,0,0,9
"2474",20160104,21296,2016,"3/16/2016 1:44 AM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","MONT BELVIEU TO MORGANS POINT LINE #1","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","BAYTOWN","HARRIS","TX",29.701113,-94.967825,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",8.3,0,0,8.3,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,350,0,0,0,0,750
"2476",20160116,21608,2016,"3/18/2016 10:50 AM",39012,"SUMMIT MIDSTREAM PARTNERS, LLC","STAMPEDE LATERAL","ONSHORE","ABOVEGROUND","CRUDE OIL","","","","DIVIDE","ND",48.85108984,-103.02299412,"OTHER OUTSIDE FORCE DAMAGE","INTENTIONAL DAMAGE",150,NA,150,0,"NO","NO","YES","3/18/2016 11:08","3/18/2016 15:57",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,6000,0,0,514000,0,520050
"2480",20160112,21311,2016,"3/22/2016 6:40 AM",32147,"MARATHON PIPE LINE LLC","LIBERTY STATION ","ONSHORE","TANK","CRUDE OIL","","","LIBERTY","AMITE COUNTY ","MS",31.166,-90.7764,"ALL OTHER CAUSES","UNKNOWN",0.1,NA,0.1,0,"NO","NO","YES","3/22/2016 15:00","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
"2484",20160124,21560,2016,"3/27/2016 8:50 AM",31672,"CHAPARRAL ENERGY, LLC","TEXOK CO2 PIPELINE","ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","","","","OCHILTREE COUNTY","TX",36.4740589,-100.5947114,"CORROSION","EXTERNAL",83,866,0,83,"NO","NO","YES","3/27/2016 13:15","3/29/2016 20:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,1500,1000,0,0,0,17500
"2495",20160140,21561,2016,"4/10/2016 7:10 PM",31672,"CHAPARRAL ENERGY, LLC","TEXOK CO2 PIPELINE","ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","","","","BEAVER COUNTY","OK",36.765308,-100.591781,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",100.1,850,0,100.1,"NO","NO","YES","4/10/2016 19:45","4/13/2016 10:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,1000,1500,0,0,0,8500
"2497",20160136,21440,2016,"4/12/2016 8:45 AM",32678,"KINDER MORGAN CRUDE AND CONDENSATE LLC","WHARTON PUMP STATION ","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","OTHER","CONDENSATE","WHARTON ","WHARTON ","TX",29.317764,-96.02161,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",1.4,NA,1.4,0,"NO","NO","YES","4/12/2016 9:02","4/12/2016 10:56",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2200,0,0,2200
"2506",20160416,22049,2016,"4/20/2016 11:15 AM",39302,"REPUBLIC MIDSTREAM, LLC","144 TO DEWITT","ONSHORE","ABOVEGROUND","CRUDE OIL","","","","LAVACA","TX",29.368056,-97.204444,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",6,NA,4,2,"NO","NO","YES","4/20/2016 11:30","4/21/2016 8:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,360000,0,360000
"2527",20160166,21789,2016,"5/7/2016 7:45 AM",32258,"KINDER MORGAN COCHIN LLC","ROGERS PUMP STATION","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","OTHER","CONDENSATE","","BARNES","ND",47.0966335,-98.2676588,"INCORRECT OPERATION","INCORRECT INSTALLATION",1.48,NA,1.48,0,"NO","NO","YES","5/7/2016 8:09","5/7/2016 11:46",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,68,0,780,23300,0,24168
"2528",20160175,21712,2016,"5/8/2016 9:10 AM",39012,"SUMMIT MIDSTREAM PARTNERS, LLC","GLOBAL TANK YARD","ONSHORE","TANK","CRUDE OIL","","","","BURKE","ND",48.888796,-102.738899,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",31,NA,31,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1488,0,0,66887,0,68475
"2531",20160178,21430,2016,"5/10/2016 2:00 PM",30829,"ENTERPRISE CRUDE PIPELINE LLC","HOUSTON SHIP CHANNEL","ONSHORE","TANK","CRUDE OIL","","","HOUSTON","HARRIS","TX",29.747375,-95.130697,"INCORRECT OPERATION","OTHER INCORRECT OPERATION",0.01,NA,0.01,0,"YES","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,5,0,0,0,0,155
"2540",20160185,21445,2016,"5/17/2016 12:44 PM",26041,"KINDER MORGAN LIQUID TERMINALS, LLC","CANJ 801","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE)","","LINDEN","UNION","NJ",40.60614,-74.23521,"MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0.14,NA,0,0.14,"NO","NO","YES","5/17/2016 12:44","5/20/2016 10:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,0,0,20000,0,23000
"2542",20160184,21575,2016,"5/20/2016 12:35 AM",31174,"SHELL PIPELINE CO., L.P.","NORTH 20","ONSHORE","UNDERGROUND","CRUDE OIL","","","TRACY","ALAMEDA","CA",37.72926,-121.55971,"MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",500,NA,400,100,"NO","NO","YES","5/20/2016 0:37","5/23/2016 13:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1330000,0,25000,1585000,1600000,0,4540000
"2543",20160188,21449,2016,"5/20/2016 2:21 PM",31618,"ENTERPRISE PRODUCTS OPERATING LLC","TOCA LATERAL TO VALERO","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","OTHER HVL","Y-GRADE","LULING","ST. CHARLES","LA",29.916355,-90.322616,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.1,0,0,0.1,"NO","NO","YES","5/20/2016 15:10","5/28/2016 15:50",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,1,0,0,0,0,60001
"2546",20160191,21453,2016,"5/23/2016 7:48 PM",32109,"ONEOK NGL PIPELINE, LLC","ONEOK STERLING 1 PIPELINE ","ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","","LIBERTY","TX",30.314425,-95.016202,"MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.16,0,0,0.16,"NO","NO","YES","5/23/2016 19:48","5/23/2016 21:46",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,7,0,150,0,0,207
"2550",20160189,21450,2016,"5/25/2016 5:30 PM",30829,"ENTERPRISE CRUDE PIPELINE LLC","CUSHING WEST TERMINAL","ONSHORE","UNDERGROUND","CRUDE OIL","","","CUSHING","PAYNE","OK",35.951482,-96.759629,"CORROSION","INTERNAL",25,NA,25,0,"NO","NO","YES","5/25/2016 17:30","5/26/2016 18:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98000,1125,0,0,0,0,99125
"2556",20160207,21678,2016,"6/1/2016 6:10 AM",31174,"SHELL PIPELINE CO., L.P.","STATION 36 PUMP STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","BAKERSFIELD","KERN","CA",35.439682,-118.99227,"MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",15,NA,15,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130000,0,0,20000,0,0,150000
"2559",20160208,21485,2016,"6/2/2016 9:45 AM",31957,"KINDER MORGAN WINK PIPELINE LLC ","GUADALUPE PUMP STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","PINE SPRINGS","CULBERSON","TX",31.852417,-104.557182,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.29,NA,0,0.29,"NO","NO","YES","6/2/2016 9:45","6/2/2016 14:15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,0,0,0,0,18
"2562",20160194,21474,2016,"6/3/2016 1:05 AM",26041,"KINDER MORGAN LIQUID TERMINALS, LLC","GALENA PARK","ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","GASOLINE (NON-ETHANOL)","","GALENA PARK","HARRIS","TX",29.72979,-95.22212,"INCORRECT OPERATION","INCORRECT VALVE POSITION",0.35,NA,0.35,0,"NO","NO","YES","6/3/2016 3:30","6/3/2016 7:30",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,11121,0,0,11121
"2584",20160234,21551,2016,"6/22/2016 9:30 AM",32109,"ONEOK NGL PIPELINE, LLC","ONEOK MOUNT BELVIEU STORAGE FACILITY","ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID)","","MT. BELVIEU","CHAMBERS","TX",29.856513,-94.892601,"CORROSION","EXTERNAL",0.71,31,0,0.71,"NO","NO","YES","6/22/2016 9:30","6/30/2016 8:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175000,1100,0,150,0,0,176250
"2592",20160241,21567,2016,"7/5/2016 3:00 PM",18718,"SUNOCO PIPELINE L.P.","NOME STATION","ONSHORE","ABOVEGROUND","CRUDE OIL","","","NOME","JEFFERSON","TX",30.01173,-94.40758,"MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.25,NA,0.25,0,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,0,0,1000,0,1030
"2593",20160222,21527,2016,"7/6/2016 9:55 AM",39307,"VITOL MIDSTREAM, LLC","VITOL MIDLAND TANK FARM","ONSHORE","ABOVEGROUND","CRUDE OIL","","","","MIDLAND","TX",31.944422,-101.922341,"INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",3,NA,1,2,"NO","NO","NO","","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,150,0,1000,5000,0,6150
